student_id,student_name,date_of_birth,age_as_of_aug2021,gender,grade_level,school_type,center_id,region,digital_access,enrollment_date,guardian_contact_available,program_type,program_status,total_sessions,sessions_attended_weighted,attendance_rate,absent_count,late_count,first_session_date,homework_completion_rate,guardian_signature_rate,baseline_score,midline_score,final_score,score_improvement,average_exam_score,average_homework_completion_pct,parent_comm_count,teacher_to_parent_count,automated_reminder_count,monthly_cost_per_student_inr,capacity_utilization,engagement_score,engagement_level,dropout_flag,risk_category,improved_student_flag,cost_per_improved_student_inr
S03411,Jose Stewart,2010-05-27,11.2,Male,Grade 4,Government,BLR-C04,Hebbal,Limited,2021-09-07,Yes,Mentorship,Dropped,11,3.2,0.295,3,1,2021-08-11,0.5,0.5,81.7,84.5,84.8,3.1,84.75,90.0,1,0,1,1533,0.848,40.8,Medium,1,High Risk,0,1981.0
S03433,Victoria Garza,2006-09-20,14.9,Female,Grade 5,Government,BLR-C06,Electronic City,Good,2021-08-03,Yes,Digital Learning Support,Completed,19,12.2,0.645,3,11,2021-08-15,1.0,0.0,73.2,75.0,77.7,4.5,77.66666666666667,63.333333333333336,2,0,2,2259,0.929,64.0,Medium,0,Medium Risk,0,2842.0
S03451,Antonio Brown,2015-09-20,5.9,Male,Grade 2,Government,BLR-C01,Whitefield,Good,2021-09-09,Yes,Mentorship,Irregular,13,6.5,0.5,1,4,2021-08-10,0.6,0.2,61.9,67.5,69.6,7.7,69.6,72.0,4,1,2,1885,0.833,47.5,Medium,0,Medium Risk,1,2792.0
S03482,Ryan Mccoy,2009-07-15,12.0,Male,Grade 5,Government,BLR-C05,KR Puram,Limited,2021-08-31,Yes,After-School Tutoring,Irregular,19,9.2,0.487,8,5,2021-08-02,1.0,0.0,43.6,52.5,52.0,8.4,52.0,-5.0,1,0,0,2309,0.703,56.9,Medium,0,Medium Risk,1,3196.0
S03496,Anna Becker,,,Male,Grade 5,Government,BLR-C01,Whitefield,Limited,2021-09-10,Yes,Mentorship,Completed,8,5.2,0.656,1,1,2021-08-11,0.429,0.286,74.7,81.7,85.0,10.3,85.0,97.5,1,1,0,1885,0.833,50.3,Medium,0,Medium Risk,1,2792.0
S03531,Miranda Myers,2016-09-19,4.9,Female,Grade 1,Aided,BLR-C02,Jayanagar,No Access,2021-09-06,Yes,Digital Learning Support,Irregular,20,10.5,0.525,5,6,2021-08-13,1.0,0.0,62.7,63.6,70.5,7.8,70.5,93.75,1,0,1,1880,0.637,58.6,Medium,0,Medium Risk,1,2395.0
S03570,Crystal Alexander,2012-10-28,8.8,Male,Grade 4,Government,BLR-C05,KR Puram,Limited,2021-08-02,Yes,Hybrid Learning Support,Irregular,17,7.2,0.426,6,5,2021-09-24,0.0,0.5,74.5,81.6,81.0,6.5,81.0,95.0,2,1,0,2309,0.703,29.2,Low,0,Medium Risk,1,3196.0
S03590,Jared Castro,2018-03-11,3.4,Male,Grade 4,Aided,BLR-C04,Hebbal,Limited,2021-08-02,Yes,After-School Tutoring,Completed,14,8.5,0.607,4,2,2021-08-04,1.0,0.0,78.1,88.5,89.0,10.9,89.0,60.0,1,0,0,1533,0.848,62.3,Medium,0,Medium Risk,1,1981.0
S03600,Maria Fischer,2008-06-03,13.2,Female,Grade 2,Government,BLR-C05,KR Puram,Limited,2021-09-08,Yes,Mentorship,Irregular,17,8.5,0.5,3,6,2021-08-01,0.6,0.0,47.1,55.0,58.8,11.7,58.8,72.0,2,0,2,2309,0.703,43.5,Medium,0,Medium Risk,1,3196.0
S03629,Mr. Jacob Salazar Dds,2006-05-03,15.2,Male,Grade 3,Government,BLR-C05,KR Puram,No Access,2021-09-11,Yes,Mentorship,Irregular,19,11.0,0.579,4,2,2021-08-16,0.333,0.333,79.5,81.4,80.7,1.2,80.71428571428571,76.42857142857143,2,0,2,2309,0.703,44.4,Medium,0,Medium Risk,0,3196.0
S03636,Sarah Smith,2017-09-23,3.9,Male,Grade 2,Government,BLR-C04,Hebbal,No Access,2021-09-13,Yes,After-School Tutoring,Irregular,14,7.0,0.5,4,4,2021-08-01,0.5,0.75,53.5,57.5,65.8,12.3,65.75,92.5,2,0,0,1533,0.848,55.0,Medium,0,Medium Risk,1,1981.0
S03639,Keith Weaver,2008-08-12,13.0,Female,Grade 1,Private Low-Cost,BLR-C04,Hebbal,Good,2021-09-03,Yes,Digital Learning Support,Completed,19,13.2,0.697,3,5,2021-08-15,0.4,0.4,68.8,71.4,75.5,6.7,75.5,42.5,2,1,0,1533,0.848,53.4,Medium,0,Medium Risk,1,1981.0
S03641,Donna Johnson,2013-06-20,8.1,Female,Grade 2,Government,BLR-C06,Electronic City,Good,2021-09-11,Yes,After-School Tutoring,Irregular,12,6.5,0.542,1,4,2021-08-02,1.0,0.0,62.9,70.5,77.3,14.4,77.33333333333333,41.666666666666664,3,2,1,2259,0.929,59.4,Medium,0,Medium Risk,1,2842.0
S03668,James Owens,2010-10-02,10.8,Female,Grade 5,Aided,BLR-C02,Jayanagar,Good,2021-08-20,Yes,After-School Tutoring,Irregular,18,9.8,0.542,3,7,2021-08-07,0.667,0.333,79.6,81.8,85.0,5.4,85.0,95.0,1,1,0,1880,0.637,54.4,Medium,0,Medium Risk,1,2395.0
S03681,Tyler Boone,2014-06-01,7.2,Male,Grade 5,Government,BLR-C04,Hebbal,Limited,2021-09-02,Yes,Hybrid Learning Support,Irregular,22,9.2,0.42,5,3,2021-08-06,0.5,0.25,63.5,65.5,67.5,4.0,67.5,95.0,3,0,1,1533,0.848,41.4,Medium,0,Medium Risk,0,1981.0
S03708,Jordan Rowland,2017-01-23,4.5,Female,Grade 1,Government,BLR-C03,Yelahanka,Limited,2021-08-04,Yes,Mentorship,Irregular,9,5.2,0.583,1,3,2021-08-05,0.286,0.429,43.2,49.7,53.8,10.6,53.75,71.25,2,1,1,2076,0.937,44.8,Medium,0,Medium Risk,1,2678.0
S03724,Vincent Peterson,2008-09-29,12.8,Male,Grade 1,Government,BLR-C03,Yelahanka,Limited,2021-09-14,Yes,Hybrid Learning Support,Irregular,15,6.8,0.45,2,3,2021-08-04,1.0,0.0,86.5,94.4,103.0,16.5,103.0,95.0,1,1,0,2076,0.937,55.2,Medium,0,Medium Risk,1,2678.0
S03747,Shane Lee,2012-04-22,9.3,Male,Grade 2,Government,BLR-C02,Jayanagar,Good,2021-09-13,Yes,Mentorship,Irregular,12,6.8,0.562,3,5,2021-08-11,0.8,0.2,76.7,81.5,78.2,1.5,78.16666666666667,74.16666666666667,1,0,0,1880,0.637,57.3,Medium,0,Medium Risk,0,2395.0
S03753,Dr. Kristina Baldwin,2009-11-23,11.7,Male,Grade 5,Government,BLR-C01,Whitefield,Limited,2021-08-11,Yes,Mentorship,Irregular,21,8.5,0.405,7,0,2021-08-06,1.0,0.333,29.6,36.4,41.0,11.4,41.0,100.0,1,0,1,1885,0.833,59.9,Medium,0,Medium Risk,1,2792.0
S03787,Jessica Carter,2007-01-28,14.5,Female,Grade 5,Government,BLR-C01,Whitefield,No Access,2021-09-11,Yes,After-School Tutoring,Dropped,11,1.8,0.159,6,1,2021-08-02,0.25,0.5,41.8,48.9,52.0,10.2,52.0,37.5,1,1,0,1885,0.833,25.9,Low,1,High Risk,1,2792.0
S03790,Amy Allen,2006-12-12,14.6,Male,Grade 4,Aided,BLR-C03,Yelahanka,Good,2021-08-05,Yes,After-School Tutoring,Irregular,23,13.5,0.587,4,8,2021-08-12,0.75,0.5,70.1,76.1,78.0,7.9,78.0,80.0,3,0,2,2076,0.937,62.7,Medium,0,Medium Risk,1,2678.0
S03811,Stephen Cruz,2010-06-15,11.1,Female,Grade 5,Government,BLR-C04,Hebbal,Limited,2021-08-25,Yes,Hybrid Learning Support,Irregular,17,10.0,0.588,5,4,2021-08-10,0.0,0.0,68.4,78.3,84.7,16.3,84.66666666666667,95.0,3,0,2,1533,0.848,26.5,Low,0,Medium Risk,1,1981.0
S03820,Alyssa Bennett,2007-09-05,13.9,Female,Grade 5,Aided,BLR-C02,Jayanagar,Limited,2021-09-06,Yes,Digital Learning Support,Completed,19,11.8,0.618,0,5,2021-08-12,1.0,0.0,88.7,89.9,89.0,0.3,89.0,70.0,3,0,1,1880,0.637,62.8,Medium,0,Medium Risk,0,2395.0
S03825,Michael Meyers,2018-10-04,2.8,Male,Grade 3,Government,BLR-C01,Whitefield,No Access,2021-09-03,Yes,After-School Tutoring,Irregular,13,7.0,0.538,1,6,2021-08-09,0.5,0.25,34.6,43.8,47.0,12.4,47.0,37.5,3,1,0,1885,0.833,46.7,Medium,0,Medium Risk,1,2792.0
S03927,Rhonda Pearson Md,2011-07-26,10.0,Female,Grade 4,Government,BLR-C01,Whitefield,No Access,2021-08-09,Yes,Digital Learning Support,Irregular,16,9.2,0.578,1,3,2021-08-21,0.5,0.0,56.1,65.5,68.0,11.9,68.0,95.0,1,0,0,1885,0.833,43.5,Medium,0,Medium Risk,1,2792.0
S03977,Erica Parsons,2009-10-11,11.8,Male,Grade 5,Aided,BLR-C05,KR Puram,Limited,2021-08-06,Yes,Hybrid Learning Support,Irregular,9,3.2,0.361,4,1,2021-08-03,0.6,0.4,39.5,42.8,52.3,12.8,52.333333333333336,95.0,1,0,0,2309,0.703,45.2,Medium,1,High Risk,1,3196.0
S04007,Megan Flores,2009-05-01,12.3,Female,Grade 3,Government,BLR-C03,Yelahanka,Limited,2021-08-18,Yes,After-School Tutoring,Irregular,15,8.0,0.533,1,4,2021-08-15,0.667,0.0,64.5,68.8,76.8,12.3,76.8,53.0,1,0,1,2076,0.937,47.3,Medium,0,Medium Risk,1,2678.0
S04009,Crystal Mccullough,2008-04-23,13.3,Female,Grade 5,Government,BLR-C04,Hebbal,No Access,2021-08-14,Yes,After-School Tutoring,Irregular,15,8.8,0.583,2,3,2021-08-01,0.333,0.333,68.1,72.5,77.0,8.9,77.0,95.0,2,0,1,1533,0.848,44.6,Medium,0,Medium Risk,1,1981.0
S04022,Amanda James,2012-04-08,9.3,Female,Grade 3,Aided,BLR-C02,Jayanagar,Limited,2021-08-19,Yes,After-School Tutoring,Completed,9,5.5,0.611,1,2,2021-09-01,0.5,0.25,88.7,90.9,95.5,6.8,95.5,42.5,2,0,1,1880,0.637,50.0,Medium,0,Medium Risk,1,2395.0
S04032,Scott Flores,2014-02-24,7.4,Male,Grade 3,Private Low-Cost,BLR-C01,Whitefield,Good,2021-08-14,Yes,Hybrid Learning Support,Completed,13,8.5,0.654,2,4,2021-08-13,0.667,0.111,84.4,86.7,90.0,5.6,90.0,90.0,1,1,0,1885,0.833,55.0,Medium,0,Medium Risk,1,2792.0
S04036,Mary Hodge,2015-10-31,5.8,Male,Grade 4,Government,BLR-C05,KR Puram,Limited,2021-09-09,Yes,After-School Tutoring,Irregular,12,5.0,0.417,4,4,2021-08-23,0.2,0.8,64.3,69.6,74.7,10.4,74.66666666666667,74.16666666666667,1,0,1,2309,0.703,41.8,Medium,0,Medium Risk,1,3196.0
S04040,Maria Mcdaniel Phd,2006-09-24,14.9,Male,Grade 5,Government,BLR-C03,Yelahanka,Good,2021-08-17,Yes,After-School Tutoring,Irregular,18,7.2,0.403,5,5,2021-08-04,0.8,0.2,69.0,73.5,77.0,8.0,77.0,42.5,2,0,1,2076,0.937,50.1,Medium,0,Medium Risk,1,2678.0
S04098,Amber Mejia,2016-07-12,5.1,Female,Grade 5,Private Low-Cost,BLR-C03,Yelahanka,Limited,2021-09-04,Yes,Mentorship,Completed,19,12.2,0.645,3,7,2021-08-13,0.5,0.0,78.8,80.4,86.0,7.2,86.0,30.0,1,0,0,2076,0.937,46.5,Medium,0,Medium Risk,1,2678.0
S04120,Kevin Edwards,2011-02-14,10.5,Female,Grade 1,Government,BLR-C02,Jayanagar,No Access,2021-08-29,Yes,Digital Learning Support,Irregular,18,7.2,0.403,4,3,2021-08-02,0.333,0.333,94.2,97.3,100.0,5.8,100.0,-5.0,3,1,1,1880,0.637,36.4,Low,0,Medium Risk,1,2395.0
S04122,April Mahoney,2008-05-24,13.2,Male,Grade 3,Aided,BLR-C01,Whitefield,Limited,2021-09-11,Yes,Hybrid Learning Support,Irregular,11,5.8,0.523,4,1,2021-08-04,0.5,0.167,69.4,76.4,75.8,6.4,75.75,62.5,1,0,1,1885,0.833,44.4,Medium,0,Medium Risk,1,2792.0
S04136,Catherine Nunez,2017-11-11,3.7,Female,Grade 3,Government,BLR-C02,Jayanagar,Limited,2021-08-17,Yes,Mentorship,Irregular,8,4.8,0.594,1,1,2021-08-24,0.333,0.333,75.2,81.3,86.3,11.1,86.33333333333333,26.666666666666668,2,0,1,1880,0.637,45.0,Medium,0,Medium Risk,1,2395.0
S04171,Brandon Meyers,2006-10-27,14.8,Female,Grade 2,Government,BLR-C02,Jayanagar,Good,2021-09-12,Yes,Mentorship,Irregular,8,3.8,0.469,2,3,2021-08-17,0.333,0.667,63.7,69.9,71.8,8.1,71.8,90.0,4,1,1,1880,0.637,46.1,Medium,0,Medium Risk,1,2395.0
S04190,Thomas Jenkins,2013-03-28,8.3,Male,Grade 1,Aided,BLR-C06,Electronic City,Limited,2021-08-08,Yes,Hybrid Learning Support,Irregular,16,6.5,0.406,4,2,2021-08-04,0.429,0.429,56.8,64.1,69.7,12.9,69.66666666666667,91.66666666666667,1,0,1,2259,0.929,41.9,Medium,0,Medium Risk,1,2842.0
S04254,Kevin Hill,2008-06-05,13.2,Female,Grade 3,Government,BLR-C05,KR Puram,Good,2021-08-01,Yes,After-School Tutoring,Dropped,12,4.0,0.333,1,2,2021-08-06,0.25,0.5,86.4,88.9,89.0,2.6,89.0,100.0,4,2,2,2309,0.703,33.7,Low,1,High Risk,0,3196.0
S04269,Amanda Vargas,2008-08-07,13.0,Male,Grade 2,Government,BLR-C03,Yelahanka,Good,2021-09-14,Yes,After-School Tutoring,Irregular,18,8.2,0.458,5,3,2021-08-05,0.429,0.143,77.8,83.8,88.2,10.4,88.25,90.0,2,0,0,2076,0.937,38.5,Low,0,Medium Risk,1,2678.0
S04299,Ricky Boyd,,,Male,Grade 5,Government,BLR-C06,Electronic City,Limited,2021-09-05,Yes,Digital Learning Support,Irregular,20,7.8,0.388,4,5,2021-08-16,1.0,0.25,57.0,61.5,61.0,4.0,61.0,90.0,3,1,0,2259,0.929,57.5,Medium,1,High Risk,0,2842.0
S04302,Robert Miller,2006-05-03,15.2,Female,Grade 1,Aided,BLR-C04,Hebbal,Good,2021-08-07,Yes,Digital Learning Support,Irregular,25,10.8,0.43,9,3,2021-08-11,0.4,0.2,55.3,61.1,68.1,12.8,68.14285714285714,52.857142857142854,1,1,0,1533,0.848,37.4,Low,0,Medium Risk,1,1981.0
S04342,Denise Martin,2018-02-04,3.5,Female,Grade 2,Aided,BLR-C03,Yelahanka,Limited,2021-09-15,Yes,Mentorship,Irregular,17,8.2,0.485,3,5,2021-08-09,1.0,0.0,63.6,71.4,76.5,12.9,76.5,47.5,4,0,1,2076,0.937,56.8,Medium,0,Medium Risk,1,2678.0
S04388,Richard Michael,2008-02-19,13.4,Female,Grade 3,Government,BLR-C03,Yelahanka,Limited,2021-08-05,Yes,After-School Tutoring,Completed,16,11.5,0.719,1,4,2021-08-03,1.0,0.4,80.6,81.6,83.0,2.4,83.0,-5.0,3,1,1,2076,0.937,75.4,High,0,Medium Risk,0,2678.0
S04447,Katherine Gentry,,,Male,Grade 1,Government,BLR-C05,KR Puram,No Access,2021-08-24,Yes,Digital Learning Support,Irregular,14,6.5,0.464,3,4,2021-09-22,0.714,0.429,42.1,46.9,47.0,4.9,47.0,90.0,1,1,0,2309,0.703,54.4,Medium,0,Medium Risk,0,3196.0
S04455,Zachary Harris,2019-02-16,2.5,Male,Grade 1,Aided,BLR-C04,Hebbal,Limited,2021-08-28,Yes,Digital Learning Support,Irregular,12,4.2,0.354,4,1,2021-08-02,0.5,0.5,42.9,44.2,48.0,5.1,48.0,-5.0,2,0,0,1533,0.848,43.4,Medium,1,High Risk,1,1981.0
S04552,Carolyn Parrish,2006-08-09,15.0,Female,Grade 3,Aided,BLR-C01,Whitefield,Good,2021-09-12,Yes,Hybrid Learning Support,Irregular,10,3.8,0.375,3,1,2021-08-14,0.5,0.0,45.9,54.8,59.0,13.1,59.0,90.0,2,1,0,1885,0.833,34.4,Low,1,High Risk,1,2792.0
S04592,Catherine Werner,2008-04-05,13.3,Female,Grade 3,Aided,BLR-C04,Hebbal,Good,2021-08-17,Yes,Hybrid Learning Support,Irregular,11,5.8,0.523,3,3,2021-08-05,0.0,0.0,71.5,75.8,77.2,5.7,77.16666666666667,90.83333333333333,1,1,0,1533,0.848,23.5,Low,0,Medium Risk,1,1981.0
S04661,Tyler White,2013-12-28,7.6,Male,Grade 3,Government,BLR-C01,Whitefield,Limited,2021-09-06,Yes,After-School Tutoring,Irregular,8,3.2,0.406,4,3,2021-08-10,0.5,0.5,66.1,69.9,76.9,10.8,76.85714285714286,65.71428571428571,2,1,1,1885,0.833,45.8,Medium,0,Medium Risk,1,2792.0
S04666,Kayla Bryan,2017-09-30,3.8,Male,Grade 5,Aided,BLR-C04,Hebbal,Limited,2021-08-20,Yes,Hybrid Learning Support,Irregular,11,5.8,0.523,3,3,2021-08-02,0.375,0.375,85.0,92.2,90.3,5.3,90.33333333333333,55.0,6,4,2,1533,0.848,44.2,Medium,0,Medium Risk,1,1981.0
S04683,Philip Gamble,2013-01-19,8.5,Female,Grade 5,Aided,BLR-C02,Jayanagar,Limited,2021-08-03,Yes,After-School Tutoring,Irregular,20,11.8,0.588,2,3,2021-08-20,0.333,0.667,42.2,50.5,54.5,12.3,54.5,97.5,1,1,0,1880,0.637,51.5,Medium,0,Medium Risk,1,2395.0
S04756,Cindy Perez,2018-03-03,3.4,Female,Grade 1,Government,BLR-C04,Hebbal,Limited,2021-09-06,Yes,Hybrid Learning Support,Irregular,15,5.8,0.383,3,3,2021-08-11,0.8,0.4,49.3,54.5,62.0,12.7,62.0,92.5,1,0,1,1533,0.848,53.2,Medium,1,High Risk,1,1981.0
S04794,Kathleen Graham,2006-11-30,14.7,Female,Grade 5,Government,BLR-C06,Electronic City,Good,2021-08-26,Yes,Digital Learning Support,Irregular,13,5.5,0.423,4,2,2021-08-13,0.667,0.333,63.8,72.5,78.5,14.7,78.5,60.833333333333336,2,1,1,2259,0.929,49.0,Medium,0,Medium Risk,1,2842.0
S04802,Christine Williams,2018-12-27,2.6,Male,Grade 3,Government,BLR-C06,Electronic City,Limited,2021-08-15,No,Mentorship,Dropped,17,5.8,0.338,5,3,2021-08-04,0.333,0.667,69.2,70.6,76.5,7.3,76.5,92.5,2,0,0,2259,0.929,40.2,Medium,1,High Risk,1,2842.0
S04807,Jessica Haney,2011-04-21,10.3,Male,Grade 1,Aided,BLR-C05,KR Puram,Limited,2021-08-08,Yes,Digital Learning Support,Irregular,16,6.0,0.375,5,2,2021-08-01,0.6,0.2,63.8,65.4,71.8,8.0,71.8,32.0,2,0,2,2309,0.703,41.9,Medium,1,High Risk,1,3196.0
S04841,Brandy Weber,2016-09-22,4.9,Female,Grade 1,Government,BLR-C01,Whitefield,Good,2021-08-13,Yes,After-School Tutoring,Irregular,13,7.2,0.558,4,3,2021-08-07,0.75,0.25,77.6,84.7,85.0,7.4,85.0,96.0,3,2,0,1885,0.833,56.4,Medium,0,Medium Risk,1,2792.0
S04858,Johnny Patel,,,Male,Grade 4,Aided,BLR-C03,Yelahanka,Good,2021-08-03,Yes,After-School Tutoring,Irregular,20,10.2,0.512,5,5,2021-08-03,0.25,0.75,77.9,80.5,86.0,8.1,86.0,97.5,4,1,0,2076,0.937,46.8,Medium,0,Medium Risk,1,2678.0
S04867,Jasmine Mccoy,2006-08-06,15.0,Female,Grade 5,Private Low-Cost,BLR-C05,KR Puram,Good,2021-08-01,Yes,After-School Tutoring,Irregular,7,3.0,0.429,1,2,2021-08-05,0.667,0.667,66.5,72.2,72.8,6.3,72.75,71.25,2,1,1,2309,0.703,56.0,Medium,0,Medium Risk,1,3196.0
S04868,Sheri Howard,2007-01-13,14.5,Female,Grade 3,Aided,BLR-C06,Electronic City,Good,2021-08-09,Yes,Hybrid Learning Support,Irregular,17,7.5,0.441,5,4,2021-08-07,0.333,0.333,49.8,59.2,62.0,12.2,62.0,93.33333333333333,1,0,0,2259,0.929,38.2,Low,0,Medium Risk,1,2842.0
S04871,Mark Dean,2016-11-22,4.7,Female,Grade 1,Private Low-Cost,BLR-C06,Electronic City,Limited,2021-08-31,Yes,Mentorship,Irregular,22,9.8,0.443,4,7,2021-08-01,0.5,0.0,89.0,90.5,94.0,5.0,94.0,90.0,2,1,1,2259,0.929,37.4,Low,0,Medium Risk,0,2842.0
S04884,Victor Montes,2012-01-09,9.6,Male,Grade 2,Private Low-Cost,BLR-C01,Whitefield,Good,2021-09-10,Yes,After-School Tutoring,Irregular,11,5.5,0.5,3,4,2021-08-11,1.0,0.0,64.6,73.5,72.0,7.4,72.0,87.5,3,2,0,1885,0.833,57.5,Medium,0,Medium Risk,1,2792.0
S04891,Joseph Murray,2016-04-02,5.3,Female,Grade 1,Government,BLR-C06,Electronic City,Good,2021-08-26,Yes,Hybrid Learning Support,Irregular,17,10.2,0.603,4,7,2021-08-02,0.6,0.2,63.4,69.0,72.2,8.8,72.16666666666667,72.5,2,0,0,2259,0.929,52.1,Medium,0,Medium Risk,1,2842.0
S04903,Christopher Johnston,,,Male,Grade 2,Aided,BLR-C06,Electronic City,Good,2021-08-17,Yes,After-School Tutoring,Irregular,20,11.5,0.575,3,8,2021-08-01,0.5,0.5,61.0,67.1,71.0,10.0,71.0,51.666666666666664,4,2,1,2259,0.929,53.4,Medium,0,Medium Risk,1,2842.0
S04933,Robert Robinson,2013-03-15,8.4,Female,Grade 3,Government,BLR-C01,Whitefield,No Access,2021-09-03,Yes,Hybrid Learning Support,Irregular,13,7.0,0.538,2,4,2021-08-03,1.0,0.2,73.3,73.9,76.5,3.2,76.5,40.0,1,1,0,1885,0.833,63.2,Medium,0,Medium Risk,0,2792.0
S04954,Matthew Norman,2017-05-29,4.2,Female,Grade 3,Private Low-Cost,BLR-C06,Electronic City,No Access,2021-08-09,Yes,Mentorship,Irregular,12,5.0,0.417,6,4,2021-08-24,0.0,0.0,80.5,83.0,87.5,7.0,87.5,90.0,1,1,0,2259,0.929,18.8,Low,0,Medium Risk,1,2842.0
S04977,Steven Baker,2017-10-03,3.8,Female,Grade 3,Government,BLR-C03,Yelahanka,Good,2021-08-13,Yes,Mentorship,Irregular,20,8.8,0.438,5,5,2021-08-12,0.333,0.333,94.9,95.6,103.0,8.1,103.0,87.5,1,1,0,2076,0.937,38.0,Low,0,Medium Risk,1,2678.0
S05083,Stephen Norris,2010-04-12,11.3,Male,Grade 2,Private Low-Cost,BLR-C02,Jayanagar,Good,2021-08-05,Yes,After-School Tutoring,Irregular,20,11.2,0.562,4,3,2021-08-02,1.0,0.5,78.0,83.1,89.2,11.2,89.25,88.75,2,0,1,1880,0.637,70.3,High,0,Medium Risk,1,2395.0
S05084,Matthew Campos,2006-04-17,15.3,Female,Grade 4,Aided,BLR-C05,KR Puram,Good,2021-09-10,Yes,Hybrid Learning Support,Irregular,17,10.0,0.588,4,4,2021-08-12,0.0,1.0,78.1,85.0,85.2,7.1,85.2,55.0,2,1,1,2309,0.703,46.5,Medium,0,Medium Risk,1,3196.0
S05114,Jose Sellers,2011-03-07,10.4,Male,Grade 5,Aided,BLR-C03,Yelahanka,Limited,2021-08-13,Yes,After-School Tutoring,Completed,17,11.0,0.647,4,4,2021-09-21,0.5,0.5,69.1,71.8,76.7,7.6,76.66666666666667,61.666666666666664,2,0,2,2076,0.937,56.6,Medium,0,Medium Risk,1,2678.0
S05207,Jennifer Mcgrath,2014-05-08,7.2,Female,Grade 4,Government,BLR-C03,Yelahanka,Good,2021-08-01,No,After-School Tutoring,Completed,9,6.0,0.667,1,4,2021-08-14,0.0,0.0,59.0,62.4,67.5,8.5,67.5,66.25,1,0,0,2076,0.937,30.0,Low,0,Medium Risk,1,2678.0
S05252,Cynthia Jackson,2015-08-22,5.9,Female,Grade 2,Government,BLR-C02,Jayanagar,Limited,2021-08-25,Yes,Digital Learning Support,Completed,19,12.5,0.658,3,6,2021-08-02,0.5,0.0,83.8,88.3,96.0,12.2,96.0,80.0,2,0,1,1880,0.637,47.1,Medium,0,Medium Risk,1,2395.0
S05257,Sandra Martin,2013-11-28,7.7,Female,Grade 5,Aided,BLR-C05,KR Puram,Limited,2021-08-04,Yes,Hybrid Learning Support,Irregular,14,5.5,0.393,4,2,2021-08-28,0.0,0.333,62.2,60.4,62.0,-0.2,62.0,97.5,2,1,1,2309,0.703,24.3,Low,1,High Risk,0,3196.0
S05261,Ashley Perez,2012-11-14,8.7,Female,Grade 3,Government,BLR-C03,Yelahanka,No Access,2021-09-05,Yes,After-School Tutoring,Irregular,19,9.5,0.5,6,2,2021-08-02,1.0,1.0,46.6,53.6,55.0,8.4,55.0,100.0,2,0,1,2076,0.937,77.5,High,0,Medium Risk,1,2678.0
S05262,Veronica Baker,2014-12-30,6.6,Female,Grade 3,Private Low-Cost,BLR-C06,Electronic City,Good,2021-08-10,Yes,Digital Learning Support,Irregular,18,6.5,0.361,5,4,2021-08-29,0.333,0.667,76.3,81.2,89.0,12.7,89.0,42.5,3,1,1,2259,0.929,41.2,Medium,1,High Risk,1,2842.0
S05273,William Moreno,2015-02-19,6.4,Female,Grade 2,Government,BLR-C02,Jayanagar,No Access,2021-08-28,Yes,Digital Learning Support,Irregular,24,12.5,0.521,4,6,2021-08-13,0.0,1.0,71.7,74.8,76.4,4.7,76.4,90.0,2,1,1,1880,0.637,43.4,Medium,0,Medium Risk,0,2395.0
S05278,Dylan Wilson,2010-09-23,10.9,Male,Grade 4,Aided,BLR-C05,KR Puram,Limited,2021-08-06,Yes,Digital Learning Support,Irregular,15,5.8,0.383,6,3,2021-08-01,0.5,0.25,89.3,92.1,94.2,4.9,94.25,72.5,1,1,0,2309,0.703,39.7,Low,1,High Risk,0,3196.0
S05284,Nicholas Sanchez,2016-03-17,5.4,Male,Grade 5,Government,BLR-C04,Hebbal,Good,2021-08-27,Yes,Mentorship,Irregular,24,11.0,0.458,7,6,2021-08-01,0.333,0.0,80.1,89.5,93.0,12.9,93.0,100.0,2,1,1,1533,0.848,32.3,Low,0,Medium Risk,1,1981.0
S05302,Melinda Lynn,2007-10-31,13.8,Female,Grade 5,Aided,BLR-C01,Whitefield,Limited,2021-08-12,Yes,After-School Tutoring,Irregular,23,8.8,0.38,7,3,2021-08-05,0.8,0.4,71.4,74.0,78.0,6.6,78.0,90.0,2,0,1,1885,0.833,53.1,Medium,1,High Risk,1,2792.0
S05317,Kenneth Wright,2017-10-09,3.8,Female,Grade 3,Aided,BLR-C06,Electronic City,Good,2021-08-03,Yes,After-School Tutoring,Irregular,14,8.0,0.571,0,4,2021-08-01,0.333,0.333,66.3,69.8,73.0,6.7,73.0,66.25,4,3,0,2259,0.929,44.0,Medium,0,Medium Risk,1,2842.0
S05352,Gregory Rogers,2007-07-24,14.0,Female,Grade 2,Government,BLR-C02,Jayanagar,Good,2021-09-15,Yes,Digital Learning Support,Irregular,16,8.0,0.5,4,4,2021-08-10,0.5,0.333,74.1,77.5,83.2,9.1,83.2,92.0,1,0,0,1880,0.637,46.7,Medium,0,Medium Risk,1,2395.0
S05359,Penny Taylor,2007-05-30,14.2,Female,Grade 1,Government,BLR-C01,Whitefield,Good,2021-09-02,Yes,After-School Tutoring,Irregular,17,9.8,0.574,3,5,2021-08-05,0.625,0.25,78.4,76.2,74.5,-3.9,74.5,42.5,2,0,1,1885,0.833,52.7,Medium,0,High Risk,0,2792.0
